interaction_id,student_id,event_id,action_type,timestamp,rating,weight
77,3,88,viewed,10-10-2025 00:00,0,0.2
78,4,169,liked,02-09-2025 00:00,0,0.5
79,4,190,liked,28-09-2025 00:00,0,0.5
80,4,145,viewed,24-09-2025 00:00,0,0.2
81,4,173,liked,07-08-2025 00:00,0,0.5
82,4,175,registered,11-09-2025 00:00,3.9,0.8
83,4,155,attended,05-09-2025 00:00,3.2,1
84,4,45,liked,03-10-2025 00:00,0,0.5
85,4,17,viewed,06-08-2025 00:00,0,0.2
86,4,151,registered,29-08-2025 00:00,3.1,0.8
87,4,33,attended,08-10-2025 00:00,3.9,1
88,4,191,viewed,25-08-2025 00:00,0,0.2
89,4,67,viewed,13-10-2025 00:00,0,0.2
90,4,146,registered,29-08-2025 00:00,5,0.8
91,4,59,viewed,10-08-2025 00:00,0,0.2
92,4,134,attended,26-08-2025 00:00,3.3,1
93,4,187,viewed,13-08-2025 00:00,0,0.2
94,4,71,viewed,25-09-2025 00:00,0,0.2
95,4,50,registered,15-10-2025 00:00,4.6,0.8
96,4,174,attended,02-09-2025 00:00,3.5,1
97,4,6,viewed,13-09-2025 00:00,0,0.2
98,4,178,registered,12-09-2025 00:00,4,0.8
99,5,19,liked,25-09-2025 00:00,0,0.5
100,5,199,viewed,08-08-2025 00:00,0,0.2
101,5,154,liked,07-09-2025 00:00,0,0.5
102,5,159,registered,21-09-2025 00:00,3.2,0.8
103,5,113,registered,30-08-2025 00:00,4.7,0.8
104,5,25,registered,02-08-2025 00:00,3.9,0.8
105,5,161,viewed,24-09-2025 00:00,0,0.2
106,5,115,registered,13-08-2025 00:00,3.7,0.8
107,5,149,attended,04-08-2025 00:00,3.9,1
108,5,32,viewed,25-08-2025 00:00,0,0.2
109,5,22,viewed,02-08-2025 00:00,0,0.2
110,5,16,liked,09-08-2025 00:00,0,0.5
111,5,9,liked,25-08-2025 00:00,0,0.5
112,5,97,attended,17-08-2025 00:00,4.3,1
113,5,81,viewed,23-09-2025 00:00,0,0.2
114,5,178,viewed,26-09-2025 00:00,0,0.2
115,5,17,viewed,18-08-2025 00:00,0,0.2
116,5,33,registered,08-08-2025 00:00,3.3,0.8
117,5,189,liked,05-10-2025 00:00,0,0.5
118,5,114,attended,15-09-2025 00:00,3.6,1
119,5,15,registered,19-08-2025 00:00,3.3,0.8
120,5,78,viewed,13-09-2025 00:00,0,0.2
121,6,95,liked,12-09-2025 00:00,0,0.5
122,6,3,registered,12-10-2025 00:00,4.9,0.8
123,6,133,liked,23-09-2025 00:00,0,0.5
124,6,151,viewed,14-08-2025 00:00,0,0.2
125,6,169,viewed,06-08-2025 00:00,0,0.2
126,6,174,viewed,01-08-2025 00:00,0,0.2
127,6,38,liked,30-08-2025 00:00,0,0.5
128,6,15,viewed,28-08-2025 00:00,0,0.2
129,6,61,viewed,12-09-2025 00:00,0,0.2
130,6,130,registered,18-09-2025 00:00,3.4,0.8
131,6,144,viewed,01-08-2025 00:00,0,0.2
132,6,14,viewed,10-08-2025 00:00,0,0.2
133,6,109,viewed,11-10-2025 00:00,0,0.2
134,6,89,viewed,07-09-2025 00:00,0,0.2
135,6,51,viewed,14-10-2025 00:00,0,0.2
136,6,52,attended,16-09-2025 00:00,3.1,1
137,6,164,viewed,26-08-2025 00:00,0,0.2
138,6,185,viewed,29-08-2025 00:00,0,0.2
139,6,18,registered,23-08-2025 00:00,3.7,0.8
140,6,88,liked,23-08-2025 00:00,0,0.5
141,6,49,viewed,23-08-2025 00:00,0,0.2
142,6,171,registered,13-08-2025 00:00,3,0.8
143,6,122,liked,18-09-2025 00:00,0,0.5
144,6,120,liked,15-08-2025 00:00,0,0.5
145,7,54,attended,01-09-2025 00:00,4.8,1
146,7,79,registered,15-10-2025 00:00,3.4,0.8
147,7,117,liked,20-08-2025 00:00,0,0.5
148,7,62,viewed,07-08-2025 00:00,0,0.2
149,7,95,liked,05-09-2025 00:00,0,0.5
150,7,96,registered,05-10-2025 00:00,4.9,0.8
151,7,170,registered,27-08-2025 00:00,4.5,0.8
152,7,44,registered,09-08-2025 00:00,3.3,0.8
153,7,135,viewed,05-10-2025 00:00,0,0.2
154,7,160,viewed,06-10-2025 00:00,0,0.2
155,7,112,viewed,11-09-2025 00:00,0,0.2
156,7,183,registered,07-10-2025 00:00,4.4,0.8
157,7,17,registered,03-10-2025 00:00,3.9,0.8
158,7,31,liked,14-10-2025 00:00,0,0.5
159,7,37,liked,27-08-2025 00:00,0,0.5
160,7,34,viewed,26-08-2025 00:00,0,0.2
161,7,49,viewed,31-08-2025 00:00,0,0.2
162,7,50,viewed,09-09-2025 00:00,0,0.2
163,7,137,viewed,18-09-2025 00:00,0,0.2
164,7,97,liked,17-09-2025 00:00,0,0.5
165,7,178,viewed,11-08-2025 00:00,0,0.2
166,7,195,viewed,11-08-2025 00:00,0,0.2
167,7,82,viewed,06-10-2025 00:00,0,0.2
168,7,154,viewed,14-10-2025 00:00,0,0.2
169,7,110,viewed,05-10-2025 00:00,0,0.2
170,8,87,viewed,26-08-2025 00:00,0,0.2
171,8,110,liked,02-09-2025 00:00,0,0.5
172,8,116,viewed,05-09-2025 00:00,0,0.2
173,8,120,viewed,18-08-2025 00:00,0,0.2
174,8,111,attended,09-10-2025 00:00,4.8,1
175,8,105,viewed,08-09-2025 00:00,0,0.2
176,8,95,viewed,14-09-2025 00:00,0,0.2
177,8,128,registered,21-09-2025 00:00,4.9,0.8
178,8,82,registered,02-08-2025 00:00,3.9,0.8
179,8,70,liked,20-08-2025 00:00,0,0.5
180,8,98,registered,30-08-2025 00:00,3.5,0.8
181,8,7,registered,30-09-2025 00:00,3.5,0.8
182,8,46,liked,10-10-2025 00:00,0,0.5
183,8,114,registered,29-09-2025 00:00,3.7,0.8
184,8,60,viewed,25-08-2025 00:00,0,0.2
185,8,68,viewed,23-09-2025 00:00,0,0.2
186,8,166,viewed,27-09-2025 00:00,0,0.2
187,8,20,registered,04-08-2025 00:00,3.7,0.8
188,8,92,liked,17-08-2025 00:00,0,0.5
189,8,22,viewed,02-08-2025 00:00,0,0.2
190,8,76,viewed,15-09-2025 00:00,0,0.2
191,8,129,viewed,23-09-2025 00:00,0,0.2
192,8,132,viewed,21-09-2025 00:00,0,0.2
193,8,140,registered,08-10-2025 00:00,3.6,0.8
194,8,165,liked,12-10-2025 00:00,0,0.5
195,8,21,registered,18-08-2025 00:00,3.3,0.8
196,8,71,attended,12-09-2025 00:00,4.1,1
197,8,59,registered,13-10-2025 00:00,4.7,0.8
198,8,26,attended,27-08-2025 00:00,4.9,1
199,8,31,viewed,19-09-2025 00:00,0,0.2
200,8,19,viewed,14-08-2025 00:00,0,0.2
201,8,93,viewed,27-09-2025 00:00,0,0.2
202,8,10,liked,08-09-2025 00:00,0,0.5
203,8,177,viewed,14-08-2025 00:00,0,0.2
204,9,142,viewed,27-08-2025 00:00,0,0.2
205,9,46,viewed,30-09-2025 00:00,0,0.2
206,9,9,viewed,13-10-2025 00:00,0,0.2
207,9,177,attended,15-10-2025 00:00,3.4,1
208,9,155,registered,28-09-2025 00:00,3.6,0.8
209,9,126,viewed,19-08-2025 00:00,0,0.2
210,9,7,viewed,21-09-2025 00:00,0,0.2
211,9,48,liked,01-09-2025 00:00,0,0.5
212,9,51,liked,12-10-2025 00:00,0,0.5
213,9,18,registered,28-09-2025 00:00,3.9,0.8
214,9,99,viewed,12-08-2025 00:00,0,0.2
215,9,73,viewed,28-09-2025 00:00,0,0.2
216,9,53,viewed,08-09-2025 00:00,0,0.2
217,9,60,viewed,23-08-2025 00:00,0,0.2
218,9,75,viewed,23-08-2025 00:00,0,0.2
219,9,169,registered,25-09-2025 00:00,3.9,0.8
220,9,135,attended,24-08-2025 00:00,4.4,1
221,9,191,viewed,06-08-2025 00:00,0,0.2
222,9,117,viewed,21-08-2025 00:00,0,0.2
223,9,15,viewed,08-10-2025 00:00,0,0.2
224,9,95,viewed,09-08-2025 00:00,0,0.2
225,9,133,liked,28-08-2025 00:00,0,0.5
226,9,3,attended,22-09-2025 00:00,5,1
227,9,44,liked,17-09-2025 00:00,0,0.5
228,9,84,viewed,14-08-2025 00:00,0,0.2
229,9,106,liked,11-09-2025 00:00,0,0.5
230,9,101,viewed,22-08-2025 00:00,0,0.2
231,9,41,viewed,04-10-2025 00:00,0,0.2
232,9,29,viewed,04-08-2025 00:00,0,0.2
233,9,34,viewed,29-09-2025 00:00,0,0.2
234,9,138,viewed,21-09-2025 00:00,0,0.2
235,9,108,registered,20-09-2025 00:00,3.1,0.8
236,9,123,viewed,18-08-2025 00:00,0,0.2
237,9,183,viewed,29-09-2025 00:00,0,0.2
238,9,100,viewed,09-08-2025 00:00,0,0.2
239,9,188,viewed,01-09-2025 00:00,0,0.2
240,10,113,viewed,01-08-2025 00:00,0,0.2
241,10,36,viewed,18-09-2025 00:00,0,0.2
242,10,121,registered,01-09-2025 00:00,3.7,0.8
243,10,72,viewed,12-08-2025 00:00,0,0.2
244,10,42,viewed,04-08-2025 00:00,0,0.2
245,10,44,attended,13-09-2025 00:00,4.6,1
246,10,5,liked,09-08-2025 00:00,0,0.5
247,10,156,viewed,13-08-2025 00:00,0,0.2
248,10,26,registered,22-08-2025 00:00,4.4,0.8
249,10,46,viewed,05-10-2025 00:00,0,0.2
250,10,76,viewed,11-09-2025 00:00,0,0.2
251,10,32,viewed,25-08-2025 00:00,0,0.2
252,10,137,liked,09-10-2025 00:00,0,0.5
253,10,101,viewed,24-09-2025 00:00,0,0.2
254,10,195,viewed,28-08-2025 00:00,0,0.2
255,10,20,viewed,11-09-2025 00:00,0,0.2
256,10,172,viewed,21-09-2025 00:00,0,0.2
257,10,3,liked,02-08-2025 00:00,0,0.5
258,10,174,viewed,28-09-2025 00:00,0,0.2
259,10,70,viewed,05-09-2025 00:00,0,0.2
260,10,40,liked,17-09-2025 00:00,0,0.5
261,10,200,viewed,28-08-2025 00:00,0,0.2
262,10,92,viewed,03-10-2025 00:00,0,0.2
263,10,191,attended,14-08-2025 00:00,4.4,1
264,10,56,registered,12-10-2025 00:00,3.3,0.8
265,10,9,attended,11-09-2025 00:00,5,1
266,10,173,liked,18-08-2025 00:00,0,0.5
267,10,188,viewed,10-09-2025 00:00,0,0.2
268,10,176,attended,01-10-2025 00:00,3.1,1
269,10,114,viewed,14-10-2025 00:00,0,0.2
270,10,13,viewed,05-10-2025 00:00,0,0.2
271,10,163,liked,30-08-2025 00:00,0,0.5
272,10,134,liked,02-08-2025 00:00,0,0.5
273,10,165,viewed,16-08-2025 00:00,0,0.2
274,10,27,viewed,24-09-2025 00:00,0,0.2
275,10,100,registered,11-08-2025 00:00,3.1,0.8
276,10,79,viewed,07-09-2025 00:00,0,0.2
277,11,39,viewed,12-09-2025 00:00,0,0.2
278,11,97,viewed,27-08-2025 00:00,0,0.2
279,11,53,liked,01-09-2025 00:00,0,0.5
280,11,165,registered,29-08-2025 00:00,4.2,0.8
281,11,10,viewed,11-09-2025 00:00,0,0.2
282,11,61,viewed,01-08-2025 00:00,0,0.2
283,11,186,viewed,02-10-2025 00:00,0,0.2
284,11,154,viewed,25-08-2025 00:00,0,0.2
285,11,114,viewed,19-08-2025 00:00,0,0.2
286,11,190,attended,17-08-2025 00:00,3.2,1
287,11,85,liked,27-08-2025 00:00,0,0.5
288,11,35,viewed,11-08-2025 00:00,0,0.2
289,11,72,viewed,29-09-2025 00:00,0,0.2
290,11,82,viewed,26-08-2025 00:00,0,0.2
291,11,195,viewed,23-08-2025 00:00,0,0.2
292,11,11,liked,08-09-2025 00:00,0,0.5
293,11,134,viewed,27-09-2025 00:00,0,0.2
294,11,107,attended,26-08-2025 00:00,3.5,1
295,11,166,registered,11-08-2025 00:00,4.9,0.8
296,11,74,viewed,18-09-2025 00:00,0,0.2
297,11,193,viewed,26-09-2025 00:00,0,0.2
298,12,130,viewed,30-09-2025 00:00,0,0.2
299,12,157,viewed,25-08-2025 00:00,0,0.2
300,12,189,viewed,04-10-2025 00:00,0,0.2
301,12,111,registered,17-09-2025 00:00,4,0.8
302,12,195,attended,20-09-2025 00:00,4.9,1
303,12,40,viewed,02-10-2025 00:00,0,0.2
304,12,124,viewed,15-10-2025 00:00,0,0.2
305,12,6,viewed,05-08-2025 00:00,0,0.2
306,12,98,attended,16-08-2025 00:00,3.8,1
307,12,110,liked,25-08-2025 00:00,0,0.5
308,12,22,registered,02-09-2025 00:00,4.5,0.8
309,12,77,registered,14-09-2025 00:00,4,0.8
310,12,153,viewed,17-09-2025 00:00,0,0.2
311,12,138,liked,19-09-2025 00:00,0,0.5
312,12,196,attended,01-09-2025 00:00,3.5,1
313,12,142,viewed,16-09-2025 00:00,0,0.2
314,12,45,liked,04-08-2025 00:00,0,0.5
315,12,66,liked,19-08-2025 00:00,0,0.5
316,12,192,viewed,28-09-2025 00:00,0,0.2
317,12,119,attended,19-08-2025 00:00,3.5,1
318,12,79,liked,21-08-2025 00:00,0,0.5
319,12,117,viewed,12-08-2025 00:00,0,0.2
320,12,73,liked,19-09-2025 00:00,0,0.5
321,12,97,viewed,15-10-2025 00:00,0,0.2
322,12,144,attended,11-08-2025 00:00,4,1
323,12,156,viewed,24-09-2025 00:00,0,0.2
324,12,194,viewed,24-09-2025 00:00,0,0.2
325,12,19,viewed,08-09-2025 00:00,0,0.2
326,13,137,registered,22-08-2025 00:00,3.4,0.8
327,13,169,viewed,18-08-2025 00:00,0,0.2
328,13,98,viewed,24-08-2025 00:00,0,0.2
329,13,151,liked,15-08-2025 00:00,0,0.5
330,13,79,viewed,28-08-2025 00:00,0,0.2
331,13,188,viewed,08-08-2025 00:00,0,0.2
332,13,106,registered,25-08-2025 00:00,3.5,0.8
333,13,193,attended,22-09-2025 00:00,3.9,1
334,13,187,attended,14-08-2025 00:00,4.7,1
335,13,23,viewed,07-09-2025 00:00,0,0.2
336,13,28,viewed,16-08-2025 00:00,0,0.2
337,13,163,viewed,13-09-2025 00:00,0,0.2
338,13,147,viewed,31-08-2025 00:00,0,0.2
339,13,89,viewed,13-08-2025 00:00,0,0.2
340,13,37,viewed,04-09-2025 00:00,0,0.2
341,13,69,registered,01-08-2025 00:00,4.3,0.8
342,13,54,registered,06-08-2025 00:00,3.2,0.8
343,13,102,liked,01-08-2025 00:00,0,0.5
344,13,179,viewed,06-10-2025 00:00,0,0.2
345,13,196,attended,04-09-2025 00:00,4.9,1
346,13,2,viewed,13-09-2025 00:00,0,0.2
347,13,44,liked,13-09-2025 00:00,0,0.5
348,13,126,viewed,13-09-2025 00:00,0,0.2
349,13,1,attended,31-08-2025 00:00,4.9,1
350,13,25,liked,18-09-2025 00:00,0,0.5
351,13,18,liked,15-09-2025 00:00,0,0.5
352,13,107,registered,13-08-2025 00:00,3,0.8
353,13,135,registered,21-09-2025 00:00,4.5,0.8
354,13,174,registered,18-08-2025 00:00,3.1,0.8
355,13,168,viewed,07-10-2025 00:00,0,0.2
356,13,74,viewed,01-09-2025 00:00,0,0.2
357,14,116,viewed,30-09-2025 00:00,0,0.2
358,14,159,attended,13-08-2025 00:00,4.5,1
359,14,176,viewed,25-08-2025 00:00,0,0.2
360,14,169,registered,06-10-2025 00:00,4.8,0.8
361,14,122,registered,04-10-2025 00:00,3.1,0.8
362,14,132,viewed,12-08-2025 00:00,0,0.2
363,14,106,viewed,10-10-2025 00:00,0,0.2
364,14,170,attended,29-09-2025 00:00,3.3,1
365,14,49,viewed,15-08-2025 00:00,0,0.2
366,14,1,viewed,09-10-2025 00:00,0,0.2
367,14,164,viewed,28-08-2025 00:00,0,0.2
368,14,83,viewed,12-08-2025 00:00,0,0.2
369,14,5,viewed,04-08-2025 00:00,0,0.2
370,14,163,viewed,11-09-2025 00:00,0,0.2
371,14,93,attended,05-09-2025 00:00,3.4,1
372,14,12,viewed,30-09-2025 00:00,0,0.2
373,14,84,attended,16-08-2025 00:00,4.3,1
374,14,174,attended,02-10-2025 00:00,3.2,1
375,14,114,liked,29-08-2025 00:00,0,0.5
376,14,60,attended,09-08-2025 00:00,4.3,1
377,14,156,viewed,18-09-2025 00:00,0,0.2
378,14,125,liked,11-10-2025 00:00,0,0.5
379,14,103,attended,25-09-2025 00:00,4.6,1
380,14,157,viewed,15-08-2025 00:00,0,0.2
381,14,21,viewed,15-08-2025 00:00,0,0.2
382,14,90,viewed,15-10-2025 00:00,0,0.2
383,15,191,attended,17-08-2025 00:00,4,1
384,15,30,liked,29-08-2025 00:00,0,0.5
385,15,147,viewed,02-08-2025 00:00,0,0.2
386,15,95,liked,28-09-2025 00:00,0,0.5
387,15,33,viewed,07-09-2025 00:00,0,0.2
388,15,81,registered,03-10-2025 00:00,4.4,0.8
389,15,98,viewed,06-09-2025 00:00,0,0.2
390,15,148,viewed,05-08-2025 00:00,0,0.2
391,15,189,liked,09-09-2025 00:00,0,0.5
392,15,1,liked,16-08-2025 00:00,0,0.5
393,15,80,viewed,13-10-2025 00:00,0,0.2
394,15,16,viewed,28-08-2025 00:00,0,0.2
395,15,152,viewed,18-09-2025 00:00,0,0.2
396,15,138,viewed,12-09-2025 00:00,0,0.2
397,15,49,viewed,27-08-2025 00:00,0,0.2
398,15,100,registered,29-08-2025 00:00,4.4,0.8
399,15,109,viewed,23-08-2025 00:00,0,0.2
400,15,82,registered,20-09-2025 00:00,3.6,0.8
401,15,198,registered,21-08-2025 00:00,5,0.8
402,15,94,liked,13-09-2025 00:00,0,0.5
403,15,174,viewed,30-09-2025 00:00,0,0.2
404,16,194,liked,07-09-2025 00:00,0,0.5
405,16,101,registered,27-08-2025 00:00,3.4,0.8
406,16,199,registered,02-08-2025 00:00,3.7,0.8
407,16,19,registered,14-08-2025 00:00,4.4,0.8
408,16,136,attended,19-08-2025 00:00,3.8,1
409,16,187,attended,22-08-2025 00:00,4.9,1
410,16,73,viewed,30-09-2025 00:00,0,0.2
411,16,200,viewed,07-08-2025 00:00,0,0.2
412,16,179,viewed,05-10-2025 00:00,0,0.2
413,16,50,liked,15-10-2025 00:00,0,0.5
414,16,180,viewed,20-08-2025 00:00,0,0.2
415,16,141,liked,21-09-2025 00:00,0,0.5
416,16,198,viewed,16-08-2025 00:00,0,0.2
417,16,25,viewed,02-10-2025 00:00,0,0.2
418,16,34,viewed,23-08-2025 00:00,0,0.2
419,16,83,liked,18-09-2025 00:00,0,0.5
420,16,149,registered,12-08-2025 00:00,4.6,0.8
421,16,14,registered,18-09-2025 00:00,3.6,0.8
422,16,182,liked,17-09-2025 00:00,0,0.5
423,16,78,viewed,15-08-2025 00:00,0,0.2
424,16,118,viewed,02-10-2025 00:00,0,0.2
425,16,168,liked,05-10-2025 00:00,0,0.5
426,16,42,viewed,15-10-2025 00:00,0,0.2
427,16,148,liked,13-10-2025 00:00,0,0.5
428,16,36,viewed,13-08-2025 00:00,0,0.2
429,16,114,registered,24-08-2025 00:00,3.8,0.8
430,17,180,viewed,17-08-2025 00:00,0,0.2
431,17,112,liked,21-08-2025 00:00,0,0.5
432,17,77,viewed,02-09-2025 00:00,0,0.2
433,17,147,registered,05-08-2025 00:00,3.2,0.8
434,17,33,viewed,08-09-2025 00:00,0,0.2
435,17,26,viewed,09-10-2025 00:00,0,0.2
436,17,84,viewed,01-08-2025 00:00,0,0.2
437,17,17,viewed,06-08-2025 00:00,0,0.2
438,17,183,attended,06-10-2025 00:00,4.8,1
439,17,138,viewed,08-10-2025 00:00,0,0.2
440,17,48,viewed,13-10-2025 00:00,0,0.2
441,17,104,viewed,10-09-2025 00:00,0,0.2
442,17,200,liked,15-09-2025 00:00,0,0.5
443,17,6,liked,05-10-2025 00:00,0,0.5
444,17,101,viewed,13-08-2025 00:00,0,0.2
445,17,143,liked,06-08-2025 00:00,0,0.5
446,17,191,viewed,25-08-2025 00:00,0,0.2
447,17,136,viewed,28-08-2025 00:00,0,0.2
448,17,126,attended,10-10-2025 00:00,3.4,1
449,17,193,viewed,17-08-2025 00:00,0,0.2
450,17,133,registered,24-09-2025 00:00,3.1,0.8
451,17,150,viewed,18-09-2025 00:00,0,0.2
452,17,184,liked,21-08-2025 00:00,0,0.5
453,17,167,viewed,11-08-2025 00:00,0,0.2
454,17,32,attended,24-09-2025 00:00,4.9,1
455,17,54,viewed,27-08-2025 00:00,0,0.2
456,17,169,viewed,04-09-2025 00:00,0,0.2
457,17,31,attended,25-08-2025 00:00,4.4,1
458,17,47,liked,05-10-2025 00:00,0,0.5
459,17,154,liked,23-09-2025 00:00,0,0.5
460,17,172,registered,10-09-2025 00:00,5,0.8
461,17,2,viewed,04-08-2025 00:00,0,0.2
462,17,185,attended,01-09-2025 00:00,3.2,1
463,17,115,viewed,15-08-2025 00:00,0,0.2
464,17,81,liked,22-09-2025 00:00,0,0.5
465,18,85,liked,09-09-2025 00:00,0,0.5
466,18,164,liked,02-10-2025 00:00,0,0.5
467,18,23,viewed,14-09-2025 00:00,0,0.2
468,18,93,registered,06-09-2025 00:00,4.1,0.8
469,18,86,liked,07-08-2025 00:00,0,0.5
470,18,200,viewed,19-09-2025 00:00,0,0.2
471,18,70,viewed,08-10-2025 00:00,0,0.2
472,18,38,liked,21-09-2025 00:00,0,0.5
473,18,58,viewed,17-08-2025 00:00,0,0.2
474,18,71,viewed,05-10-2025 00:00,0,0.2
475,18,3,registered,17-08-2025 00:00,3.3,0.8
476,18,26,liked,04-09-2025 00:00,0,0.5
477,18,97,viewed,17-09-2025 00:00,0,0.2
478,18,57,registered,01-09-2025 00:00,4.4,0.8
479,18,27,viewed,28-09-2025 00:00,0,0.2
480,18,32,viewed,15-09-2025 00:00,0,0.2
481,18,45,registered,04-10-2025 00:00,3.6,0.8
482,19,134,viewed,05-10-2025 00:00,0,0.2
483,19,184,liked,08-10-2025 00:00,0,0.5
484,19,59,liked,21-09-2025 00:00,0,0.5
485,19,79,viewed,25-08-2025 00:00,0,0.2
486,19,163,attended,01-08-2025 00:00,4.4,1
487,19,23,registered,14-09-2025 00:00,3.5,0.8
488,19,197,registered,07-10-2025 00:00,4.4,0.8
489,19,105,viewed,27-09-2025 00:00,0,0.2
490,19,81,attended,07-10-2025 00:00,4.8,1
491,19,24,viewed,16-09-2025 00:00,0,0.2
492,19,196,registered,05-10-2025 00:00,3.7,0.8
493,19,21,viewed,03-10-2025 00:00,0,0.2
494,19,20,viewed,17-09-2025 00:00,0,0.2
495,19,187,attended,13-09-2025 00:00,4.8,1
496,19,62,viewed,09-10-2025 00:00,0,0.2
497,19,191,registered,16-08-2025 00:00,3.6,0.8
498,19,43,viewed,03-09-2025 00:00,0,0.2
499,19,148,viewed,12-10-2025 00:00,0,0.2
500,19,15,viewed,09-09-2025 00:00,0,0.2
501,19,22,attended,05-10-2025 00:00,4.7,1
502,19,74,viewed,29-09-2025 00:00,0,0.2
503,19,142,registered,02-10-2025 00:00,3.1,0.8
504,19,127,viewed,28-09-2025 00:00,0,0.2
505,19,3,viewed,15-09-2025 00:00,0,0.2
506,19,109,viewed,14-09-2025 00:00,0,0.2
507,19,174,registered,24-08-2025 00:00,3.8,0.8
508,19,131,viewed,25-09-2025 00:00,0,0.2
509,19,35,viewed,11-08-2025 00:00,0,0.2
510,20,132,viewed,06-08-2025 00:00,0,0.2
511,20,40,viewed,23-09-2025 00:00,0,0.2
512,20,106,registered,05-08-2025 00:00,3.3,0.8
513,20,32,viewed,01-10-2025 00:00,0,0.2
514,20,125,attended,04-09-2025 00:00,3.2,1
515,20,2,viewed,03-10-2025 00:00,0,0.2
516,20,199,registered,17-08-2025 00:00,3.6,0.8
517,20,169,registered,21-09-2025 00:00,4,0.8
518,20,65,attended,19-09-2025 00:00,3.3,1
519,20,58,attended,03-08-2025 00:00,3.3,1
